,text
2419,"@JenniferBlanco9 Hola Jenn, nos encontramos a la espera de la información solicitada por mensaje directo para brind… https://t.co/uaaorvC4vD"
2420,"@Nedahigo Hola David, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información de… https://t.co/NR3XzY8mF7"
2421,"@jossy3107 Hola Jossy, te comentamos que el horario de atención de nuestra Banca por Teléfono (01) 595 0000 es de l… https://t.co/vHzXi6C0Ph"
2422,"@JenniferBlanco9 Hola Jenn, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes la informa… https://t.co/fYLk3WpO34"
2423,"El peor servicio y atención al cliente es el de @bbva la aplicación no deja recuperar la contraseña, por telefono t… https://t.co/j8lmVR8xAG"
2424,"@fernantoste Hola, por favor envíanos el número de tu requerimiento a través de mensaje interno para solicitar a nu… https://t.co/ZiHj6dxBCw"
2425,El servicio de atención al cliente de @bbva_argentina es pésimo. Me voy a cambiar de Banco. Deposite 10K hace más d… https://t.co/K5PLtyyMJO
2426,"@lorenamonob Hola, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información de tu… https://t.co/T2OyewAjHG"
2427,"@SalvucciBelen Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención… https://t.co/YOa31sHFfA"
2428,"@NoeliaF1975 Hola, sentimos lo que comentas. Te recomendamos que contactes con el canal de atención de tu país que… https://t.co/eYhno3GTOe"
2429,"@campithepimp Hola, sentimos lo que comentas. Te recomendamos que contactes con el canal de atención de tu país que… https://t.co/1a166T1DW2"
2430,"@AngelaMoralesU Hola Angela, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes por mensa… https://t.co/B5etbTRTjm"
2431,@CondusefMX #BBVA Ayuda por favor! El servicio de atención telefónica no ayuda para nada. Los asesores solo se burl… https://t.co/oRNgKVjh67
2432,"@Gina383 Hola Gina, queremos atender el inconveniente presentado. Nos encontramos a la espera de la información sol… https://t.co/3DA1tFzpja"
2433,"@Gina383 Hola Gina, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información de t… https://t.co/GsIlK61wGo"
2434,"@Amauta_Warma Hola, te comentamos que el horario de atención de nuestra Banca por Teléfono (01) 595 0000 es de lune… https://t.co/eF9v0hy7nx"
2435,Señores de @bbva_peru el horario de atención vua telefónica es desde las 8 o 9 am? Porque estoy llamando desde las… https://t.co/Uoq3UK1PNy
2436,"@AlexCarranzaP Hola Alex, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes por mensaje… https://t.co/bHvolDkfLk"
2437,"@luis021252 Hola Luis, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información d… https://t.co/EjY8wjRDcN"
2438,"@Lusecitath Hola Luz, seguimos tu atención por mensaje interno. ¡Saludos!"
2439,"@Risharky Hola Ricardo, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes la información… https://t.co/rtrlGi5Hoh"
2440,"@JhonBeltranP Hola Jhon, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes la informació… https://t.co/oSEbcorzjP"
2441,@NataYKT @Genovev61561656 @paolobenza @bbva_peru @IndecopiOficial @SBSPERU @congresoperu Ojalá sea la atención como… https://t.co/dqyA7ibbRq
2442,@BBVA_Mex necesito hacer una aclaración y su línea de atención al cliente nunca esta disponible @CondusefMX neta se… https://t.co/ZkHuvdDI0b
2443,@BBVA_Mex Que onda??? Por 3 días he tratado de comunicarme a su disque linea de atención y nunca esta disponible... 🤬🤬🤬🤬🤬🤬🤬🤬
2444,@bbva su atención al cliente es pésima #bbva ladrón
2445,"@AtencionProfeco @JessCiin @BBVARe_mx @BBVA_Mex @bbva @Profeco @CondusefMX 
Muchas gracias por la atención, excelente fin de semana."
2446,"@mmarquet @BBVA_Mex @Profeco @CondusefMX Ir amiga, no hay una sola institución ni directiva en México que los.oblig… https://t.co/RdnvdKK5lZ"
2447,"@BBVARe_mx necesito saber la utilización detallada de mis puntos BBVA, lamentablemente en la línea de atención a cl… https://t.co/aRLGBIbZ5P"
2448,"@BBVA_Mex 
Quiero transferir una compra a plazo fijo, pero tus ejecutivos de la línea te atención dicen que este es… https://t.co/5ecLs2T7mS"
2449,@WalmartMexico Es el 100992643322 espero puedan solucionar su falla. No quiero la devolución de mi dinero. Quiero q… https://t.co/sGCQnTwkIW
2450,"@Soyfurrr Las de Banamex están buenas sus promos y exclusivas.

BBVA siempre está a la vanguardia en innovación y s… https://t.co/bMrSEXOGKM"
2451,"@Soyfurrr Gracias a Dios,....nunca he tenido una 😉
No necesito ese estrés....pero para bancos BBVA la app y la atencion 👌"
2452,@gaby_cam @bbva Por un poco de atención de tan bella y talentosa mujer cualquiera lo haría 🤫🤫🤫🤫😅😅😅😅😅
2453,Atención @bbva_peru y @PoliciaPeru  he recibido el siguiente mensaje a mi teléfono celular. https://t.co/UzXp77vXjb
2454,"@IvanovGarcia en donde con gusto atenderemos todas tus dudas, o bien, te brindamos el número de Seguros BBVA: 55 11… https://t.co/UoC1Fs7Rte"
2455,@MichDiaz_ @BBVA_Mex Yo tengo el mismo problema. En atención a clientes solo me levantaron un ticket para seguimien… https://t.co/OjC2yUfZCG
2456,@bbva_argentina lamentable los canales de atención al cliente
2457,"@BBVA_Mex @BBVARe_mx @BBVAPrensa_mx @bbva Atención @CondusefMX, hay miles de quejas por el servicio de #BBVA porque… https://t.co/q8tgHbcHji"
2458,@omaralviso @Citibanamex @bbva cámbiate a @HSBC_MX Excelente servicio y atención a clientes!
2459,"Te sugerimos contactarte con los responsables de atención al usuario de @bbva_argentina vía email, para indicarles… https://t.co/sNOtlTxnvt"
2460,El banco @Bbva es de los peores en atención al cliente.
2461,RT @BBVA_Mex: Si intentaste abrir tu app BBVA y está bloqueada 📵🤦🏻‍♂️ conserva la calma y pon mucha atención a esta 🚨#ALERTAFRAUDE🚨 🦹🏻‍♂️…
2462,"@ayudaizzi @judiosenmexico YO,ABUSIVOS,CARO Y TE SUBEN EL PRECIO SIN CONSULTAR,SI VAS AL CENTRO DE ATENCIÓN NO HAY… https://t.co/59eIIS4VEG"
2463,"RT @HiperQnecia: @Soyfurrr BBVA, la app es una maravilla, aplica para muchas promociones, da puntos. Para mi las peores son HSBC y Banamex,…"
2464,@Soyfurrr CitiBanamex y BBVA son los chidos. Las de Santander son buenas pero su app y su servició de atención al cliente es una basura
2465,"RT @HiperQnecia: @Soyfurrr BBVA, la app es una maravilla, aplica para muchas promociones, da puntos. Para mi las peores son HSBC y Banamex,…"
2466,"RT @HiperQnecia: @Soyfurrr BBVA, la app es una maravilla, aplica para muchas promociones, da puntos. Para mi las peores son HSBC y Banamex,…"
2467,Hace dos días estoy tratando de comunicarme con atención al cliente @bbva malísimo servicio
2468,@BBVA_Mex horas pegado al teléfono y ni un maldito ejecutivo me contesta... que pésimo servicio de atención a clientes telefónico brindan
2469,"@eduardocasdi @JessCiin @BBVARe_mx @BBVA_Mex 
@bbva
@Profeco 
Me he comunicado a su línea de atención telefónica y… https://t.co/xDGOcLNGCm"
2470,@Soyfurrr Pues si la vas a usar mucho Citibanamex es buena ya que tiene muchos descuentos en pagos en línea y la at… https://t.co/pPgkJYFaYW
2471,"@bbva_argentina al 300% de cft y despues hablan de educacion financiera.  D) la atencion es pesima, via web sucursa… https://t.co/Jrf1ZhupW9"
2472,"@Soyfurrr En mi experiencia el mejor es BBVA,buena app,msi en varias tiendas y atención 2/2.
Banamex tiene buenas o… https://t.co/mCv52RyWGI"
2473,"@Soyfurrr BBVA, la app es una maravilla, aplica para muchas promociones, da puntos. Para mi las peores son HSBC y B… https://t.co/FF1UEG06ab"
2474,"@Soyfurrr A mí BBVA me funciona muy bien. Creo que no son quienes cobran menos intereses, pero tienen súper buena a… https://t.co/VPSFRUUWGw"
2475,@bbva hola solo quería mandar una felicitación a la Srita. de nombre Vanesa de la caja 3 de la sucursal la viga y r… https://t.co/kVjDly74hs
2476,@BBVA_Mex servicio y atención de excelencia. Realice una llamada desde Cuba y fui atendida con excelencia. Felicito… https://t.co/HW5GqJxsJG
2477,La línea telefónica del banco @BBVA_Colombia es perversa!! Uno trata de comunicarse y siempre lo mandan al chat de… https://t.co/wq3r8jlFHk
2478,"@BBVARe_mx este teléfono es de ustedes? Llaman ""del centro de atención BBVA"" para verificar si recibo mis alertas https://t.co/GF6c25xpwm"
2479,@SiSiClaroSi @lacha yo los recontra cago a puteadas. te manda mail insulsos. no sirven para nada. la impersonalizac… https://t.co/A3lUjTtm72
2480,Banco de mierda gracias por toda la que le sacas a la gente @bbva perdón a los clientes y por la maravillosa atención sobre todo en pandemia
2481,@BBVARe_mx @richmx100 Buenos días BBVA ya marque a atención a clientes pero solo me dice que el sistema por el mome… https://t.co/1HXjqI6mg1
2482,"Como cliente del @bbva_argentina digo: Abran cuenta en el kiosco de la esquina, tendrán atención más ágil y menos p… https://t.co/I4zqgAkevK"
2483,"@luis021252 Hola Luis, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información d… https://t.co/RfbVpNfDwx"
2484,"@26carlossm Sentimos las molestias ocasionadas y te pedimos disculpas por ello. En cualquier caso, si así lo deseas… https://t.co/aZBzHIORrd"
2485,"@cocoharperboo Hola Kata, gracias por escribirnos. Con el fin de brindarte la atención correspondiente, agradecemos… https://t.co/aabmjUnVmK"
2486,"@bbva Para una atención no se pongan a regatear por teléfono conmigo,contraten a profesionales y no ofendan. Daños… https://t.co/TsrD0bqOlj"
2487,"@cocoharperboo Hola, gracias por escribirnos. Nos encontramos a la espera de la información solicitada por mensaje… https://t.co/LEvIrsL9RE"
2488,"@cocoharperboo Hola, queremos atender el inconveniente presentado. Nos encontramos a la espera de la información so… https://t.co/L5FprJom3V"
2489,"@cocoharperboo Hola, gracias por escribirnos. Nos encontramos a la espera de la información solicitada por mensaje… https://t.co/0d9U3PCZP9"
2490,"@PercevalT @bbva Es una vergüenza. 
La poca atención de los bancos a sus clientes, es de auténtica VERGÜENZA!!"
2491,@adadelovelace La atención de clientes presenciales en la oficina puede impedir la atención telefónica. Para solici… https://t.co/EDH42QGL1W
2492,@Armandoseamm Hola. Sentimos las molestias. Te pasamos con nuestros compañeros de atención al cliente… https://t.co/IuQbnAf6qp
2493,@RJess005 Hola. Sentimos lo que comentas. Te pasamos con los compañeros de atención al cliente @BBVAresponde_es par… https://t.co/I3UKESEZzU
2494,"RT @merce_fornells: El miércoles 21/10 hay 4 #StopDesahucios
📌#MariaShirleySeQueda 
@bbva
📌#YounesSeQueda  
Menores 16,10 y 8 años 
@govern…"
2495,"El miércoles 21/10 hay 4 #StopDesahucios
📌#MariaShirleySeQueda 
@bbva
📌#YounesSeQueda  
Menores 16,10 y 8 años… https://t.co/Wc3Q3UMH0Q"
2496,"@06EME06 Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención en tu… https://t.co/QqCKbYKB2X"
2497,"@Patmanide Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención en t… https://t.co/uTBs761cJA"
2498,"@CENTURIONRUNER Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención… https://t.co/3cMxfFJEY5"
2499,@BBVA_espana El servicio de atención al cliente lo guía refiriéndolo a otros departamentos internos para que pierda… https://t.co/oGJ7ouiXjR
2500,"@BBVA_Mex  oye BBVAMexico, urge reportar cargos no reconocidos en una tarjeta de crédito, y no hay teléfono que res… https://t.co/QAFz0KvkFk"
2501,@SilasReal @dzapatillas @bbva_argentina No te brindan atencion de ninguna forma. Creo que es hora q se multen estas cosas
2502,Alucino a estos incompetentes de @bbva_peru que cada dos semanas tengo que pedirles que dejen de mandarme publicida… https://t.co/6xaO3tvJkc
2503,@bbva_mex que pasa por que piden en la aplicación los datos de seguridad de las tarjetas para entrar a la banca móv… https://t.co/CUGK2uHag5
2504,"@BBVA_Mex Tienen un pésimo servicio en la atención a clientes atraves de su linea telefónica , hice 5 llamadas para… https://t.co/hLwtlX9vzc"
2505,"@yeissiGL @BBVAProvincial Estuve en su misma situación y me sirvió twittear a atención al cliente BBVA, luego nada,… https://t.co/tDdoaKlfvj"
2506,@Taaty_03 ¡Hola! Tené presente que actualmente la atención en línea de cajas está habilitada para depósitos y extra… https://t.co/DSnFGhRePU
2507,@BBVA_Mex necesito ayuda con su app no me deja entrar y llamo atención a clientes y nada
2508,"@JoseLui76838429 Hola, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes por mensaje dir… https://t.co/K1XSD9R9bT"
2509,"@consejuridica Pongan atención:
 @Telmex 
@BancoInbursa 
@bbva 
@Banorte_mx 
@HSBC_MX 
@Citibanamex 
... y demás agiotistas vividores"
2510,"@bbva @BBVA_Mex es increíble la pésima atención que tienen con sus clientes, casi un mes esperando una respuesta y… https://t.co/IMEjRn72RY"
2511,"Excelente servicio y atención de los ejecutivos de @BBVARe_mx @BBVA_Mex
 ¡Muchas Felicidades! 🎉🎉 https://t.co/iV3HWDa82T"
2512,"@camiloandresct Hola Camilo, hemos recibido tu información. Así mismo, nos comunicaremos contigo al número telefóni… https://t.co/csCEImKlMY"
2513,"oye @bbva, atención con este sitio
https://t.co/4okPM7ZS6X"
2514,@bbva_argentina Son 1vergüenza de banco. No funcionan los canales de atención. Ni telefónico ni muchas funciones we… https://t.co/092XD6oG95
2515,"RT @MonikJ_13: Llevo mucho tiempo intentando poner una PQR al @BBVA_Colombia pero el canal telefónico no funciona te cuelgan, el chat no da…"
2516,"@MonikJ_13 Hola, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes por mensaje directo l… https://t.co/f7Ww9UiP5W"
2517,"@MARCOAN82833567 Hola, por favor envíanos el número de tu requerimiento a través de mensaje interno para solicitar… https://t.co/L5l7ckGFbw"
2518,"Llevo mucho tiempo intentando poner una PQR al @BBVA_Colombia pero el canal telefónico no funciona te cuelgan, el c… https://t.co/O8SYRYhI6U"
2519,"@JenniferBlanco9 Hola Jenn, nos encontramos a la espera de la información solicitada por mensaje directo para brind… https://t.co/uaaorvC4vD"
2520,"@Nedahigo Hola David, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información de… https://t.co/NR3XzY8mF7"
2521,"@jossy3107 Hola Jossy, te comentamos que el horario de atención de nuestra Banca por Teléfono (01) 595 0000 es de l… https://t.co/vHzXi6C0Ph"
2522,"@JenniferBlanco9 Hola Jenn, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes la informa… https://t.co/fYLk3WpO34"
2523,"El peor servicio y atención al cliente es el de @bbva la aplicación no deja recuperar la contraseña, por telefono t… https://t.co/j8lmVR8xAG"
2524,"@fernantoste Hola, por favor envíanos el número de tu requerimiento a través de mensaje interno para solicitar a nu… https://t.co/ZiHj6dxBCw"
2525,El servicio de atención al cliente de @bbva_argentina es pésimo. Me voy a cambiar de Banco. Deposite 10K hace más d… https://t.co/K5PLtyyMJO
2526,"@lorenamonob Hola, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información de tu… https://t.co/T2OyewAjHG"
2527,"@SalvucciBelen Hola, para una atención más personalizada te recomendamos que contactes con los canales de atención… https://t.co/YOa31sHFfA"
2528,"@NoeliaF1975 Hola, sentimos lo que comentas. Te recomendamos que contactes con el canal de atención de tu país que… https://t.co/eYhno3GTOe"
2529,"@campithepimp Hola, sentimos lo que comentas. Te recomendamos que contactes con el canal de atención de tu país que… https://t.co/1a166T1DW2"
2530,"@AngelaMoralesU Hola Angela, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes por mensa… https://t.co/B5etbTRTjm"
2531,@CondusefMX #BBVA Ayuda por favor! El servicio de atención telefónica no ayuda para nada. Los asesores solo se burl… https://t.co/oRNgKVjh67
2532,"@Gina383 Hola Gina, queremos atender el inconveniente presentado. Nos encontramos a la espera de la información sol… https://t.co/3DA1tFzpja"
2533,"@Gina383 Hola Gina, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información de t… https://t.co/GsIlK61wGo"
2534,"@Amauta_Warma Hola, te comentamos que el horario de atención de nuestra Banca por Teléfono (01) 595 0000 es de lune… https://t.co/eF9v0hy7nx"
2535,Señores de @bbva_peru el horario de atención vua telefónica es desde las 8 o 9 am? Porque estoy llamando desde las… https://t.co/Uoq3UK1PNy
2536,"@AlexCarranzaP Hola Alex, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes por mensaje… https://t.co/bHvolDkfLk"
2537,"@luis021252 Hola Luis, gracias por escribirnos. Te invitamos a que nos amplíes por mensaje directo la información d… https://t.co/EjY8wjRDcN"
2538,"@Lusecitath Hola Luz, seguimos tu atención por mensaje interno. ¡Saludos!"
2539,"@Risharky Hola Ricardo, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes la información… https://t.co/rtrlGi5Hoh"
2540,"@JhonBeltranP Hola Jhon, queremos atender el inconveniente presentado. Te invitamos a que nos amplíes la informació… https://t.co/oSEbcorzjP"
2741,"De día ☀️, de noche 🌕, circulando o estacionado estás expuesto a sufrir algún incidente con tu coche 🚙💥, que esto d… https://t.co/mDbwvC5V70"
2742,"🇦🇷 ¿Es importante tener una cobertura de vida? 🤔 Si, por eso, BBVA Seguros ofrece diferentes tipos de coberturas qu… https://t.co/VSgMasNFKj"
2743,"¿No cambias de Seguro de Gastos Médicos porque tienes dudas? 🤔 No te preocupes, aquí las resolvemos. Recuerda que t… https://t.co/riWY2Un4lq"
2744,"@bricenoandres Relacionadas al tema que nos comentas, o bien, te brindamos el número de Seguros BBVA al 01 55 1102… https://t.co/gnvUKa9vcP"
2745,"@bricenoandres Hola Andres, buenos días. Te atiende Fernando. Te invitamos a comunicarte a nuestra área de Seguros… https://t.co/xvfpQHiATF"
2746,"@gaby_cam Normalmente no son del banco, sino que contratan a otra empresa que se dedica a eso. Lo sé porque mi hija… https://t.co/MIrY77awYH"
2747,@CondusefMX entonces con ustedes es el pedo o con quien puedo denunciar que los inútiles de @BBVA_Mex @BBVARe_mx me… https://t.co/xQ1wbpxMjE
2748,"RT @CNSF_gob_mx: 📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fueron, Gr…"
2749,"@IvanovGarcia en donde con gusto atenderemos todas tus dudas, o bien, te brindamos el número de Seguros BBVA: 55 11… https://t.co/UoC1Fs7Rte"
2750,"@IvanovGarcia Es importante que te pongas en contacto con la persona que esta asegurada o bien 
te invitamos a cont… https://t.co/ppLu4PRJ5v"
2751,"Un Seguro de Vida protege a tu familia y te da tranquilidad ante cualquier imprevisto 👨‍👩‍👧‍👧, ¿pero sabías que tam… https://t.co/G3On9JPRWG"
2752,"@bbva_argentina Ustedes son una verguenza, me mandan un montón de propuestas de préstamos, seguros, etc. y sin emba… https://t.co/u93sLIkHTd"
2753,"RT @CNSF_gob_mx: 📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fueron, Gr…"
2754,"¿Qué tengo que hacer para que me dejen de chingar con sus créditos y seguros?
@BBVA_Mex"
2755,"@IvtGuigui en donde atenderemos tus dudas relacionadas al tema, o bien, te brindamos el número de Seguros BBVA al 0… https://t.co/KBS9F2jY3Z"
2756,"@IvtGuigui Hola, buenas tardes. Te atiende Johana, esperamos te encuentres bien. Te invitamos a comunicarte a nuest… https://t.co/c4eYkHtbwM"
2757,Me interesa la tarjeta aqua de BBVA para tener mis 20 pesitos seguros para mi dr pepper en el OXXO
2758,"RT @CNSF_gob_mx: 📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fueron, Gr…"
2759,"RT @CNSF_gob_mx: 📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fueron, Gr…"
2760,"📊 #BAS #BasJunio2020 #CNSF 📊
A junio de 2020, las 5 participaciones de mercado más grandes de Seguros y Fianzas fue… https://t.co/BVU6lI8S5k"
2761,Reclamar seguro PUF BBVA https://t.co/9z4TW0OvSz https://t.co/wagBqvP38y
2762,"@_elpilin @gaby_cam En esto voy a defender a los que llaman, estuve trabajando para seguros bbva y te lo juro tenem… https://t.co/27tj62pAt4"
2763,"@BBVA_Mex  Da pésimo servicio, te cobran por seguros que ni pediste y mucho menos autorizaste, mi van dos veces que… https://t.co/OcQKMWGOJ5"
2764,La morra de seguros de BBVA me acaba de decir que el día en que tenga un accidente grave y esté al borde de la muer… https://t.co/h6hPQdhFPW
2765,RT @Elixzabeth1908: @maferossi @bbva_peru soy experta en esos temas... es OBLIGACIÓN del banco el que sus productos sean seguros. Es más si…
2766,"Suena complicado pero no es imposible, si tu pyme ya comienza a despegar y deseas que mejore 🏭🔝, no olvides que la… https://t.co/vOQOFmBfwm"
2767,"@Erika12738004 Hola Erika, gracias por escribir en Twitter de BBVA Seguros, por favor, te pedimos que revises horar… https://t.co/3hg8jZ0jRe"
2768,"Libros 📚, viajes, útiles ✏️, computadora y muchas cosas más son básicas para cualquier estudiante 💻👩🏻‍🎓, para que t… https://t.co/oAcdgT0Eki"
2769,"@canbata Hola, te informamos que durante los meses del alivio no se cobrará el valor de la cuota, sin embargo los i… https://t.co/t8oz5RF2Wc"
2770,"@luismedinach 

En este enlace podrás visualizar toda la información referente al seguro de Hospitalización:… https://t.co/eL1ix4cVLA"
2771,"@luismedinach Buenas tardes.
Esperamos te encuentres muy bien y gracias por escribirnos. 

BBVA SEGUROS, cuenta con… https://t.co/jV7xJAvdxp"
2772,RT @Elixzabeth1908: @maferossi @bbva_peru soy experta en esos temas... es OBLIGACIÓN del banco el que sus productos sean seguros. Es más si…
2773,RT @Fernando_MoraG: Fraudes de @BBVARe_mx @bbva en su rama de seguros durante la pandemi tuve un siniestron el 19/06/20 se levanto el inven…
2774,@maferossi @bbva_peru soy experta en esos temas... es OBLIGACIÓN del banco el que sus productos sean seguros. Es má… https://t.co/JTqE4sTdPi
2775,@SFCsupervisor @BBVA_Colombia para que venden seguros si no van a responder a los clientes se cumplen los días y no… https://t.co/jn0B9AEF18
2776,"@BBVA_Mex se superó en ineficiencia. El cliente llama a su call center, se autentica y el sistema dice marcar 0 par… https://t.co/NnGoViNUpz"
2777,"@ruiz_josele Hola, puedes contactar con BBVA Seguros en el 91 836 20 90. Un saludo."
2778,"RT @__laufdez: Si teneis cuenta en bbva, os aconsejo que echéis un ojo a vuestros gastos. Los retenidos y las compras. Más vale estar segur…"
2779,@quenolore Sentimos lo que nos comentas. Puedes contactar de nuevo con BBVA Seguros https://t.co/F6WEyQWlkn para po… https://t.co/VQDIUq37qS
2780,"@quenolore Hola, te facilitamos el teléfono del servicio de atención al cliente de BBVA Seguros 91 224 99 75 para q… https://t.co/AdmkJFtHhe"
2781,"#ProtegeLoQueAmas  ✨

Prevenir es un acto de amor para tu #familia, entérate de qué forma beneficia a los tuyos con… https://t.co/DMUGCMC4ZO"
2782,@BBVA_Mex deberías de reconsiderar la forma de vender seguros de vida. https://t.co/dtaBFlaxkk
2783,Recibir atención médica de primera calidad es clave para que nuestro estado físico y mental estén en las mejores co… https://t.co/jrYAMF84tL
2784,"Si teneis cuenta en bbva, os aconsejo que echéis un ojo a vuestros gastos. Los retenidos y las compras. Más vale es… https://t.co/pQvlRv1fMY"
2785,"BBVA Seguros lanza el Seguro de Salud para el canal PAS
➕https://t.co/gcSajCDfiK"
2786,"Todos tenemos necesidades propias y buscamos proteger cosas diferentes, si es tu caso, puedes personalizar tu póliz… https://t.co/s4yeypvmVD"
2787,"@robert_viloria Nuestro aviso de privacidad que puedes consultar en https://t.co/d3Sb2YyCeo
¡Quedamos atentos a tu respuesta! ^AF"
2788,"Nuevo seguro de salud de BBVA Seguros
👉 https://t.co/zJHSAATKEW https://t.co/reCFOeMaAC"
2789,"@XOXIWO con gusto atenderemos todas tus dudas, o bien, te brindamos el número de Seguros BBVA: 55 1102 0000 en un h… https://t.co/JgbuVeMnRT"
2790,"@XOXIWO Hola, buenos días. Te atiende Adrián. Un gusto saludarte. Te invitamos a contactarte a nuestra área de Segu… https://t.co/Tenl96MjuR"
2791,"Nuevo ‘sandbox’ regulatorio de ‘fintech’ en España con tres órganos supervisores involucrados: el Banco de España,… https://t.co/HaTYrZg0KF"
2792,"@Edu_Aveiro gusto atenderemos todas tus dudas relacionadas al tema que nos comentas, o bien, te brindamos el número… https://t.co/4jZSzPB8Qq"
2793,"@Edu_Aveiro Hola Eduardo, buenas tardes. Te atiende Clara, te invitamos a comunicarte a nuestra área de Seguros BBV… https://t.co/qeS9oZ8Nnt"
2794,Reclamar seguro PUF BBVA https://t.co/sybuH1s7LV https://t.co/w3Cl5EzJOF
2795,"Si fue un fusible ⚡️😎, seguro que rápido puedes cambiarlo, pero si es algo más grave no te arriesgues y mejor llama… https://t.co/8FYQdMckMb"
2796,"@ParracViry Estamos para servirte.  De momento, ¿hay algo más en lo que te podamos apoyar referente a BBVA Seguros? ^SR."
2797,@CondusefMX @Banxico @gobmx ayuda recuerdan la dedagrabale y ilegal práctica de los bancos de repente meterte segur… https://t.co/jRz1E27JdG
2798,"RT @BBVASeguros_mx: El aceite es como si fuera la sangre de tu auto 💉🚙, por eso la importancia de mantenerlo en buen estado, te damos la cl…"
2799,@mariella16 @bbva_peru Es un desastre. Me aburre su publicidad en YouTube cuando no pinta en nada con la realidad.… https://t.co/30QYjq74Gc
2800,"El aceite es como si fuera la sangre de tu auto 💉🚙, por eso la importancia de mantenerlo en buen estado, te damos l… https://t.co/6hzbqLyV02"
2801,"@LuisAneiros @bbva Yo pienso que puede ser un abuso, que se respalda en eso. Sube luz, colegios, seguros privados,… https://t.co/j7eriylbLw"
2802,"RT @BBVA_Mex: Enseña a los más pequeños de casa a ahorrar, poco a poco podrán tener su propia tarjeta y estamos seguros de que Link Card es…"
2803,"RT @BBVA_Mex: Enseña a los más pequeños de casa a ahorrar, poco a poco podrán tener su propia tarjeta y estamos seguros de que Link Card es…"
2804,RT @MalonRichy: @viviendaperu @TonyNovoaa @CarlosLozadaC @congresoperu @DiarioElPeruano @RadioNacionalFM @Agencia_Andina El CONGRESISTA @An…
2805,"Enseña a los más pequeños de casa a ahorrar, poco a poco podrán tener su propia tarjeta y estamos seguros de que Li… https://t.co/bQN9B8AN7s"
2806,"El esfuerzo que pones en tu pyme te dará siempre buenos resultados 🏭🤑, evita que situaciones no planeadas afecten s… https://t.co/7k1bOlVYgD"
2807,"@LuisAneiros @bbva Sube todo, BBVA, Banco Santander, etc porque el Gobierno no reduce gasto y grava a entidades pri… https://t.co/JwtH2pu5ku"
2808,@BBVA_Mex disculpen conocen este número 55 8660 3003 porque buscando por internet dice que es de ustedes para tarjetas de crédito y seguros
2809,RT @BBVASeguros_mx: La seguridad y tranquilidad de los miembros de tu equipo en su espacio de trabajo es importante para obtener mejores re…
2810,"RT @BBVASeguros_mx: Para esas situaciones inesperadas🤦🏻‍♀️🗓, necesitas un seguro que te ayude en tu vida diaria, así tú y tu familia pueden…"
2811,"RT @BBVASeguros_mx: Para que un gasto inesperado por complicaciones en nuestro estado de salud no afecte demasiado nuestro bolsillo 💸😣, mej…"
2812,@marcfornas @RubenSanchezTW Pues a mí no me cobran nada. Solo tengo la hipoteca y puse una reclamación al banco de… https://t.co/gH9yovi9hc
2813,"RT @bbva: 🎧 En este #BBVAPodcast de Blink hablamos de #PSD2, la regulación europea sobre servicios de pagos electrónicos que entró en vigor…"
2814,"🎧 En este #BBVAPodcast de Blink hablamos de #PSD2, la regulación europea sobre servicios de pagos electrónicos que… https://t.co/ybtTCzVuXw"
2815,"@BBVAresponde_es  hola  BBVA  soy cliente  vuestro , y también  de bbva seguros  y 5tengo una  queja Como puede  se… https://t.co/ZNuibVqgsu"
2816,"@chene_95 @BBVA_Mex hace 5 minutos me acaban de marcar para lo mismo, que un cargo no reconocido de seguros GNP, y… https://t.co/bUMG5GSVPi"
