,text
1322,"Uy, parece que en la historia de la literatura del Perú desaparecieron las mujeres 🤔"
1323,"A cocachos aprendí mi labor de colegial,  en puerto supe,"
1324,Me encanta los poemas
1325,Y Blanca Varela!!!!!
1326,@eduardo_beco 💙
1327,Excelente propuesta🙌💕
1328,❤️ acabo de escuchar a Eguren en la voz de MVLL. Excelente propuesta que fomenta el interes en los poetas peruanos.
1329,"Me encantó En palabras breves, de Corcuera."
1330,😍😍😍
1331,#Océanos #DíaMundialdelosOcéanos #Oceans #FronterasDelConocimiento #Biodiversity #Biodiversidad #WorldOceanDay
1332,Hace mas de  2 mes abri mi cuenta online y nada y hablan de que  es rapido  y sencillo
1333,abran sucursales es un inhumano tener a la gente en el sol 7 horas por hacer tyrtamites sobretodo para los adultos mayor y si no entonces postergiuuen pagos y depositos a sus cobros
1334,"Son unos aprovechados! Me han quitado 200€ por no superar el ingreso de nómina de 800€ por estos dos últimos meses! Les recuerdo el estado de alarma y la cuarentena, el erte y el virus!!!!! Aun no he cobrado Erte y ya estoy trabajando así que estaré liando todos los días en las oficinas hasta que me devolváis el dinero!"
1335,"Me han cobrado 100€ de comisión por no tener la nómina domiciliada, es un despropósito. No saben de donde tirar para sacar dinero"
1336,"Open up a branch in Lake City, FL please? 🥺👉🏻👈🏻"
1337,feliz dia de los valores hoy #valuesday2020
1338,"Hola, estoy intentando sacar mi dinero en una sucursal bbva y se niegan a atenderme, empieza el corralito"
1339,"Hola!! Quería contaros la mala experiencia que tuve con dos directores de una oficina de BBVA. Se trata de la que está ubicada en Avenida de Portugal, nº 18, Toledo.
Tanto yo como mi marido teníamos dos cuentas, nóminas y varios recibos domiciliados en dicha oficina. Tomamos la decisión de comprar un terreno para construir una casa y fuimos a ésta con el fin de pedir información y ver de qué manera nos podían ayudar.
Nos atendió el director de dicha sucursal (Jose María Nuñez Lara). Tras revisar nuestras nóminas y gastos nos dijo que podíamos solicitar un préstamo personal para comprar el terreno y, posteriormente, el 100% de un préstamo autopromotor para construir la vivienda. De este modo, con este préstamo autopromotor amortizaríamos todo el préstamo personal y podríamos terminar la construcción de la misma, es decir, al final de la obra, solo nos quedaría la letra de la Hipoteca.
Hasta ahí, todo perfecto. Jose María manda toda la información y BBVA nos concede un préstamo personal de 75.000 euros a pagar en 8 años. Para nosotros es muchísimo dinero para pagar en este tiempo (hablamos de una letra de 1066 euros al mes), pero él nos comenta que es temporal, hasta que terminemos la obra, pues con el préstamo autopromotor amortizaríamos todo este préstamo personal. Con esta condición, nos parece buena idea y firmamos ese pedazo de préstamo.
Compramos el terreno, nos gastamos todos nuestros ahorros en el proyecto del arquitecto, notarios, licencia de obra, etc, etc, etc., y cuando lo tenemos todo llamo a la oficina para hablar con Jose María y comenzar el trámite del préstamo autopromotor cuando me llevo la sorpresa de que han cambiado de director en esta oficina y no me informan de cómo contactar con Jose María ni de donde se encuentra trabajando éste.
Además, el nuevo director de esta oficina (Álvaro Fernández Moreno-Tomé), tras explicarle el caso, me comenta que él no puede hacer nada, sin tan ni siquiera dejar explicarme ni darme una cita para conocerle y poder hablar en persona. 
En resumen, nos quedamos pagando 1066 euros al mes, con el proyecto de una casa hecho por un arquitecto, con una licencia de obra de 15 meses como máximo para terminarla y con"
1340,Necesito hablar con algún persona real.  Increíble que llamo al banco y no atiende nadie por teléfono.
1341,"Por favor atiendan mi reclamo. Hace semanas estoy intentando comunicarme para tener mi estado de cuenta y nadie atiende un mail o un teléfono o el chat. El formulario da error, necesito ayuda"
1342,Tengo una consulta
1343,Pésima atención en sucursal mataderos
1344,"Pues sinceramente a mi me gusta mucho como quedan las voces femeninas en los asistentes, las masculinas quedan horribles."
1345,No sería mejor poder elegir el género? Si al final nos van a prohibir ser hombres...
1346,Me voy a cagar en vuestra puta madre
1347,Sois retrasados hdp
1348,Müşteri hizmetleriniz çalışmıyor tam bir rezalet
1349,"Hermosa imagen, la voy a compartir con el permiso de ustedes, me parece muy bella."
1350,Necesito saber quién se ha encargado de semejante feed. <3
1351,"@bbva
 me acaban de llamar del departamento de cobranzas, y cuando les informe que había pagado no me creyó, se burlo y me corto, NECESITO UNA RESPUESTA #EsUrgente URGENTE"
1352,"Imposible anular los seguros con ellos , una vergüenza , luego además te aplican intereses.... que a nadie se le ocurra contratar nada con ellos . Una vergüenza."
1353,"Muy bonita la foto, dedicaros a eso porque llevo 6 meses esperando una tarjeta de débito...."
1354,"BBVA mal servicio, todos los días me cobran un nuevo saldo, y que llame en 24 horas, Voy a cancelar todos mis servicios con ustedes, NO RECOMIENDO ESTE BANCO, hasta mi cuenta de nomina la voy a cambiar"
1355,"Gracias por promover la cultura, el arte, la fotografía y claro, la diversidad!!! Abrazo a la distancia."
1356,Qué padre !!
1357,¿Cómo ganó alguien que ni siquiera concursó?
1358,y dónde podemos ver las fotos premiadas?
1359,Qué maravilla y qué lujo! Enhorabuena a los ganadores!! <3
1360,👀 @aliciarosh
1361,@bbva a ver si cuidáis de los clientes que menudo clavazo nos habéis metido con las comisiones 190 euros cada 6 meses.....
1362,"Hoy me estafó el BBVA. 313 euros fueron tomados de mi cuenta bancaria. En febrero, fui víctima de un fraude en mi tarjeta bancaria, reembolsada por el BBVA y hoy, 4 meses después, el banco me ha vuelto a embargar el dinero. Sin contactarme. Cuando llamé al servicio de atención al cliente, el hombre me dijo que ""dejó una nota para el departamento"" pero que era imposible hablar con ellos. El hombre dijo, no sé si el departamento te llamará o no, no hay nada que pueda hacer. ¡Esto es una vergüenza! Robas dinero y no hay forma de recuperarlo. Después de COVID, esta es una gran muestra de solidaridad!"
1363,"A mi me han quitado 200€ en comisiones y dicen que es por que no superé una nómina en los dos últimos meses, los dos meses de estado de alarma, los dos meses de Erte que aún no he cobrado! Sois unos aprovechados por no decir otra cosa, la pienso liar en las oficinas hasta que me devolváis el dinero ayer la lie y hoy vuelvo a liarla! Me lo devolvéis por que me lo devolvéis y punto!"
1364,El banco me ha quitado 53 euros por gasto de comisiones. Y llamo y me dicen porque el los últimos 6 meses tan solo el mes de abril no entro 600 euros. Y le informo que fue porque el gobierno no pago a tiempo mi erte. Y dicen solo que lo sienten. Voy a retirarme de esta identidad bancaria y pasaré mi nómina otro banco.
1365,Que bueno saber este tema... Saludos desde Uruguay..
1366,This photo feels so tasty. visit my 'gram because you may like it...
1367,Lo q no es seguro es ser clientes vuestros!!
1368,"Llevo dos años intentando contactar con mi gestor, dos años! No responde a e-mails, ni a llamadas. Nadie sabe dónde está el libro de reclamaciones. Menos mal que tengo todo por escrito. Si alguien se lo piensa, por favor, elegid cualquier entidad antes que esta. ING, Bankia, La Caixa...¡Y cuidado con un gestor en Madrid con las iniciales JMM! Si os lo adjudican, salid corriendo🔥"
1369,Ya abran más cajeros #urge
1370,"Hice una transferencia “inmediata”, el dinero fue descontado, pero resulta que no es inmediata, que puede tardar hasta 48 horas, lo cual no es informado previamente a realizar la operación . Que hace el banco esas 48 horas con mi dinero? Quien se responsabiliza por los daños y perjuicios que me ocasiona? Esto es la postre absolutamente ilegal! Inseguridad jurídica y violacion de sendos derechos del consumidor"
1371,"Entonces las comisiones que vais a clavar a partir de 2021 también son fake news?....menuda cara tenéis, staff-adores"
1372,Sacando todo mi dinero de vuestro banco y cancelando las cuentas antes del 15/12/20 ya de yaaa
1373,"Buenos días.Me acerqué a la sucursal para dar la baja de mis productos y servicios con la entidad y me informaron que debía hacerlo desde la banca virtual. Hace dos semanas que estoy haciendo los procesos de baja existentes en mi perfil de la página del banco y me rechazan las solicitudes. Y no atienden la línea telefónica. Por favor, necesito que esto sea resuelto a la brevedad. Gracias."
1374,"Buenos días 
Mi cliente tiene contactado con mediaset telecinco , una manifestación de lo sucedido con Bbva ,  Este programa se emitirá en fin de semana . 
Dados los dos meses  sin respuesta y la mala atención recibida en la oficina 
Se solicitará una indemnización por daños y perjuicios contra su persona 
A la espera de su respuesta y  estamos abiertos a un acuerdo . 
Gracias 
Teresa meta 

Obtener Outlook para iOS"
1375,"I know the difference between a loan and line of credit, but as well between a reasonable commission and something closer to usury. I have just closed my bank account and I was charged 60€ as a commission. I am sure this is completely legal and part of the new contract conditions, but I am not sure this is ethical, especially in this period. Thank you"
1376,Por
1377,"Comprar una casa dice...ajajajaj!! Sobretodo con las ayudas q dais a vuestros clientes d todo la vida, q hasta para ingresar dinero cobráis gastos más iva... como engañáis ala gente, q poca vergüenza tenéis!! 🤣🤣🤣🤣"
1378,No aplica para los empleados yo trabaje por 24 años y 8 meses y no tengo casa ni carro ni dinero
1379,Здравствуйте.  Какие условии выдачи кредита?
1380,"cierto ,,tal cual"
1381,A ver si no podéis ayudar por aquí @bbva ya que por teléfono nada de nada. Nos han cobrado 205 euros por una compra que NO hemos hecho y no nos dais solución. Nos dicen que esperemos hasta el miércoles. Pero esto es algo que no se debe dejar. Mañana vamos a comisaría a denunciar
1382,"Me han cobrado una comisión al ingresar un cheque y éso q pregunté y me dijeron en ventanilla que no tenía, deberían de hacerse cargo de los fallos de sus empleados..!!!! mira que les dije q si había gastos iba a ING al día siguiente que allí no me cobraban nada, llevo una semana esperando su respuesta y no hay manera..!!! Claro q necesitamos dinero, no q nos lo quitéis y os lavéis las manos..!"
1383,⚠️Please check my Direct Message
1384,"Dios Mio Joan Roca, me muero por conocer a este genio de la cocina."
1385,"Por favor, subtitulado para sordos. Gracias"
1386,"No tengo clave Home
No tengo clave telefónica
No tengo tarjeta de débito para generar clave
No te atienden en la sucursal para gestiones de baja
No te atienden en el 0810 nuuuunca...
Cómo hago para dar de baja las tarjetas?????? Me voy con una bomba al banco y a los gritos??? 
Hago una denuncia con abogado??? Voy a defensa al consumidor???? Los denuncio con el banco central?????"
1387,Lo he comido hoy 😳😊
1388,Muchas gracias por compartir 🇻🇪🇻🇪
1389,Hummm ! Que delicia !! Esoerando liberação do Brasil pra visitar vcs !! ❤️
1390,👏🌟👏🌟👏🌟👏🌟👏🌟👏
1391,Dejen de gastar plata en este tipo de actividades e inviertan en atender minimamente a sus clientes !! Es el peor Banco de Argentina !!
1392,@tequilagabs @tinaa.y  sounds so good. Check the dressing he makes.
1393,Where’s my fkn 💰💰💰💰💰💰💰💰💰🦀
1394,Que @bbva se haga un ceviche peruano
1395,Nadie responde x teléfono o ni x mail. Qué pasa?????
1396,Los inversores NO queremos una fusión BBVA - Banc Sabadell @bbva @bancosabadell
1397,2 de ♣️
1398,Tengo problemas para pagar mi tarjeta de crédito
1399,"👎🏻👎🏻👎🏻👎🏻 Pésimo servicio, 10 llamadas, todas transferidas a otras áreas y ya fuera que me colgaran o se cortara la llamada nunca me pudieron dar solución 
Me atendió el supervisor Cristian Olvera de cancelaciones y también me transfirió de área, no puedo disponer de mi dinero por un bloqueo y tampoco me atienden 
Pesimoooo servicio 👎🏻👎🏻👎🏻👎🏻👎🏻"
1400,"Necesito comunicarme con Uds! Cómo hago? Es imposible.
Necesito solucionar un problema urgente"
1401,"No teneis vergüenza. Me acabais de cobrar una comision de 84 euros por no haber ingresado dinero los pasados meses, sinvergüenzas, no teneis ni un ápice de humanidad."
1402,"Muy indignada con los servicios de @bbva !!! Parece que no entienden la situación del ERTE y que casi nadie ha cobrado en abril!! Y si tienes menos de 2 nóminas ingresadas en un cuatrimestre cobran 308,60€ de comisiones. Esto es increíble!"
1403,"Hace 1 año me ofrecieron un paquete de tarjeta y cuentas bonificadas, me dijeron que antes de que terminara el año me iban a avisar para volver a bonificar los productos. No sólo no me avisaron nada sino que me están cobrando un mantenimiento de cuenta de $835 sin posibilidad de bonificar. Me hicieron sacar un turno para ir al banco cuando en realidad tenía que llamar a un 0810. Es lamentable que en un momento tan difícil que estamos pasando se aprovechen de la gente así y nos tomen el pelo. Muy desconforme con su atención."
1404,Mercaadoona Mercadonaaa... Uy perdón me e equivocado... Bbva creando oportunidades 🇪🇸
1405,Oyee ya que creáis oportunidades... Dame la oportunidad de no pagar el crédito....
1406,"Sin vergüenzas una comisión de 92 euros sabiendo como esta la situación,  a mi no me veis más el pelo me doy de baja con vosotros."
1407,Tengo una incidencia y nadie me contacta... No es manera de ayudar a vuestros clientes
1408,46.50 euros de comisiones aun teniendo recibos domiciliados abusivo
1409,"Hace 6 meses que estoy en el exterior, mande planillas, emails, llame a todos los números y nadie me da una respuesta concreta para solucionar lo problemas. Todas las respuestas son las mismas, me hacen dar mil vueltas para llegar a nada, estiran la situación constantemente y te toman el pelo descaradamente. Estoy fuera del país y me encuentro en una situación delicada, este banco me tiene de rehén, no puedo acceder a mi cuenta y por lo tanto no tengo acceso a mi dinero. Denme una solución para poder generar la CLAVE BBVA desde el exterior, estamos en pandemia y no puede ser que sean tan negligentes de no tener una atención telefónica personalizada."
1410,BANCO CAPITALISTA OPRESOR
1411,"Pues ojalá y un día luchéis por los intereses del cliente alguna vez, que el abuso de las comisiones de mantenimiento de estos 6 meses han sido casi 200€!!!! Y en diciembre otros 200€, cómo aprovecháis la situación.... normal que la gente se abra la cuenta en otras sucursales!"
1412,Son unos buitres que se aprovechan de los que estuvimos en ERTE y no recibimos nómina para cobrar una comisión de 50€ eso es ilegal
1413,"Un refugio seguro para tus dólares NO ES el @bbva_argentina 
Pagué en DÓLARES, quiero que me devuelvan DÓLARES

https://tuquejasuma.com/banco-frances/reclamos/devolucion-compras-en-usd-con-tarjeta?fbclid=IwAR1LI3bFHxCAsNN5mONLRNXMpKwMUjuciAlxgfFhZdsygjWMxX1FxEoc3Cg"
1414,Su abogado Carlos Varela es un estafador.
1415,"NO RECOMIENDO ESTE BANCO! Hace mas de dos meses que me tienen dando vuelta para dar de baja la cuenta, me hicieron ir hasta la sucursal, me terminaron diciendo que si tengo 1centavo a mi favor no me pueden dar de baja. Directamente voy a Defensa del Consumidor."
1416,"Increíble este banco me hizo perder USD 200 y me quieren dar $2000. Una vergüenza. Háganse un favor y no sean clientes de este banco y su pésima atención, especialmente la sucursal de RAMOS MEJÍA."
1417,"Covit19 döneminde çalişan elemanini 100 kilometre uzaktaki şubeye tayin efen Faşist zihniyetli Insan kaynaklarınızı, bunu onaylayan şerefsizleri kınıyorum."
1418,"Hola! RECHAZARON un reclamo porque el que lo revisó no supo leer un resumen DEL BANCO EN EL QUE TRABAJA. Pagamos en dólares la tarjeta, nos reintegraron, y ahora quieren devolverlo en pesos!! REVEAN el reclamo. No 9108497677004"
1419,ATIENDAN LAS LLAMADAS
1420,"Por qué tiene  bloqueado el ingreso a las cuentas? No se puede entrar ni por la app ni por la página,  necesito disponer de mi dinero!!!"
1421,No veo el link para leerlo 😮
1422,"Luego de haber esperado casi 1 año para que me den una solución me veo obligada a recurrir ante el COPREC y vía judicial. Gracias por la falta de atención en la sucursal de Ramos Mejía, Argentina. Especialmente a la Gerenta, y a Marcos Orlando Urquijo. Se quedaron con más de $ 200 dólares. Un placer ser cliente de este banco."
1423,"Menudos caras, me mandan una tarjeta, ademas de la q ya tenía y  q se supone q tendria q ser gratuita por tener cuenta on-line y resulta al cancelarla me cancelan las dos  y me lo dicen a los dos meses de haber cancelado la nueva y haberla tirado. encima llamas para q te den una solución y te tratan como retrasada... Anda y que os den🖕 ...pues todo lo pagaba con la tarjeta... Ahora sin tarjetas tendre q sacar todo mi dinero para poder pagar en efectivo hasta q me consiga un nuevo banco"
1424,I Live My Life DALLAS CITY STATES
1425,Remolacha @anmego26
1426,Zanahoria!
1427,Zanahoria
1428,Calabaza 🎃 @clara.rguez_ @v.oquina @ro_yu_aragoneses
1429,"Es la zanahoria, reto a mi queridísima @physiocr"
1430,Calabaza (aunque se me ocurren mil ingredientes😂😂)🔝🔝🔝 @toniomoyabaker
1431,Boniatoooo
1432,Boniato @javipema47. A ver cocinillas 😂😂
1433,La patata @brendaej7
1434,Zanahoria @pablo.peris
1435,Bonito @yolandacasternado
1436,Boniato
1437,Remolacha
1438,Digo zanahoria 🧐 dime algo @carlaguiardinureyes aquí lo importante es participar y no ganar 😅
1439,La zanahoria 🥕
1440,Chirivia y reto a @germanseguraa
1441,Yo diría calabaza @ddgaray
1442,Berenjena 🤗
1443,"Calabaza, reto a @fotoarteabc"
1444,"Genjibre, te reto @tu_y_yo_forever_05_12_23_09"
1445,La calabaza @iani_zapa
1446,❤❤Me apunto como un rayo!!! Me encaaaanta!!❤️ 😁 Es la remolacha!!! @lour1010
1447,Ya estoy soñando en cómo sería ganar este súper sorteo!! Me apunto con @maribelbel12 🍁 Es la remolacha
1448,#cellerdecanroca Boniato @so_anubis participamos
1449,Calabaza @belasuero !
1450,El boniato @so_anubis a que sí?
1451,Zanahorias reto a @mepeiso
1452,"Zanahoria, @yoly.gut"
1453,Calabaza
1454,Zanahoria y reto a @cristinacastroalmenara
1455,Zanahoria @aliciamolinerovelasco
1456,Zanahoria. Reto a @dani_acb
1457,Boniato !! @sharadiaz95
1458,Zanahoria 🥕 @intiminiedades
1459,Remolacha @leoleo_soto
1460,"Batata, reto a @sr_pi89"
1461,¡Enhorabuena @maryelx! Eres la ganadora de la próxima cesta de Gastronomía Sostenible. 😊🎃
1462,A mí me toca este premio y doy saltos hasta Navidad!! Participo con @aurora1martin  Es la remolacha!!
1463,@servicedesigntehran
1464,"@Bbva la educación financiera es cobrar comisión de una tarjeta erróneamente, darte la razón hace más de una semana y seguir sin tu dinero? Si yo os debo a vosotros dinero más de una semana me cobraríais intereses verdad!? Vergüenza de servicio y visto lo visto en la ocu os pondré la reclamación si mañana no tengo mi dinero. Si alguien piensa hacerse fe este banco que se lo piense antes porque la resolución de problemas a sus equivocaciones que son muchas es pésimo"
1465,Muy buena la info para tener en cuenta y conocer un poco de más de la diferencia entre estas dos herramientas de inversión👏🏻👏🏻👏🏻
1466,"No recomiendo BBVA. Nunca te cogen el teléfono, en el chat no te contesta ni dios... Pero para llamarte para ofrecerte productos, te llaman un millón de veces... Te cuelan productos que dicen ser obligatorio"
1467,Hola despues de que me cobraran mas de 90€ en mi cuenta online quiero cancelar mi cuenta. Estoy en el extranjero y no me dan ninguna opcion ni en la app ni en el portal. Me pueden ayudar?
1468,"Les envié mensajes. Mails , pero no me puedo comunicar con ustedes"
1469,😂😂 Tremenda F que me he comido 😂😂
1470,3 puntos. Gracias BBVA. Jajajajajajajajajaja
1471,#MalbancomerBBVA
1472,#BBVA #BBVASostenible #SustainableBBVA #Sostenibilidad #Sustainability #MedioAmbiente
1473,Necesito que se comuniquen urgente conmigo hace mas de un mes que llamo y nada. Ya mandé mje privado a todas sus redes y tampoco.
1474,No atenderán nunca las llamadas?
1475,ESTAFADORES
1476,"Sois unos estafadores y vuestros empleados unos inútiles, engañais a la gente cuando abre sus cuentas y luego no os hacéis cargo"
1477,🔥 estafadores
1478,Si atienden pero te tratan como imbéciles
1479,Engañan!!! Ojo con los seguros!! Dan gato por liebre. Dicen que son asesores... Y lo único que hacen es vender sin importarles nada más
1480,#CreandoOportunidades #CreatingOpportunities #BBVAsostenible #SustainableBBVA #sostenibilidad #sustainability
1481,🚲🚲🚲
1482,Pues que las cuesta pues no puedo subirlo cuesta subirlo y cansa si es una calle plana y acesible a las bici sin molestar a la ciudadania
1483,"Tener 80 años como mis padres?? Vivir en Pozuelo y no poder bajar a Madrid centro porque no hay carril bici??🤔 A bote pronto, ahí lleváis dos. Un saludo."
1484,"La inseguridad de Rosario, te matan para robarte una bici."
1485,Atiendan las llamadas🤬🤬🤬🤬🤬
1486,155€ de comisiones por llevar tres meses sin ingresos
1487,📈🙌
1488,"Esta semana llevaré la reclamación de los gastos de hipoteca que tuve , también tengo que llevar las facturas de los gastos para reclamar?"
1489,"I honestly can’t believe that with all the hardship that is going on financially, BBVA still charges $32 for overdraft fees in items under $10 it’s so heartbreaking that you guys are still making a profit while we are all going through this pandemic"
1490,"Buenos días, necesito que me ayuden desde el mes de abril estoy tratando de que me cancelen la tarjeta ya llevo pagando todos estos meses cuota de manejo que más debo hacer para que por favor me cancelen la tarjeta"
1491,"El nuevo servicio que tenéis de atención al cliente me parece penoso, nunca hay un gestor disponible para mi llame a la hora que llame luego llaman ellos pero claro si estoy trabajando te fastidias y te quedas sin poder resolver el problema, vaya tela con lo bien que iba antes ahora hacía atrás como los cangrejos, sin resolver nada, bravo"
1492,"Servicio PENOSO, CATASTRÓFICO Y ABUSIVO. Aprendan malditos bancos que lo que tienen es nuestro dinero, muchas migajas hacen vuestra puta barra de pan, así que dejad de jugar con las migajas de la gente BBVA 0% recomendable"
1493,"Cuenten consejos para que @bbva_argentina no le robe a sus propios clientes
Pagué en DÓLARES, quiero que me devuelvan DÓLARES

https://tuquejasuma.com/banco-frances/reclamos/devolucion-compras-en-usd-con-tarjeta?fbclid=IwAR1LI3bFHxCAsNN5mONLRNXMpKwMUjuciAlxgfFhZdsygjWMxX1FxEoc3Cg"
1494,Una consulta la app no funciona?
1495,No intentéis poneros en contacto con Att cliente porque no sirven para nada. Llevo una semana intentando abrirme una cuenta online y se van pasando la pelota de oficina a att y de att a oficina. Una vergüenza! Gracias BBVA! Sois maravillosos!
1496,"No me haz devuelto todo el dinero 
Pediré indemnización por mal trato de la oficina 
Por perjuicio !  Tres Meses entreteniéndome con email repetitivos 
TRES MESES!!!!!!! Me dejasteis sin dinero 
Pidiendo prestado y comida 
Mi
Abogada se pondrá en contacto con vosotros 
Y ya hablé con tele 5 
Me habéis hundido !!!! Y yo lo haré también 
Un saludo 

Obtener Outlook para iOS"
1497,"Estoy muy descepcionada con BBVA:

1) Hace UN MES Y MEDIO que espero que este banco me envíe mi tarjeta de crédito, que me robaron y que ya he encargado CUATRO VECES. No hay forma.

2) Pagué 4€ por el envío a una dirección concreta, y son INCAPACES de abonarmelos, al ver que el servicio es completamente DEFICIENTE.

3) Me crearon una tarjeta virtual para poder sacar dinero mientras tanto (porque, repito, HACE MÁS DE UN MES que espero mi tarjeta física). La recargo con 50€ y luego se dan cuenta que mi móvil no sostiene la tarjeta virtual: me anulan la tarjeta y SE QUEDAN CON MIS 50€.

4) Pido que me devuelvan los 50€, imposible. Me dan una cita teléfonica con día y hora para solucionarlo. NO ME LLAMAN.

De verdad: ¿qué puedo hacer? Horas al teléfono.
SE PASAN LA PELOTA DE UN DEPARTAMENTO A OTRO, en vez de asumir internamente sus fallos y dar soluciones. En serio, me da hasta vergüenza ajena."
1498,Quien nos defiende de los abusos de cobros NO PROCEDENTES  Aperturan portafolios con unas condiciones y cobran otras. OFICINA TELEPORT BOGOTÁ. ESTAFADORES
1499,Pues dejar de cobrar tantas comisiones abusivas a los clientes que ese dinero es gracias a ellos... de vergüenza.
1500,"Hola, en cuanto tiempo se responde para un préstamo de coche? Sale todo viable y tal pero llevo más de una semana y después de tantas llamadas no tengo una respuesta."
1501,Esta banco es una completa estafa ya ni la línea de atención funcionan
1502,🙌🔥
1503,"Fatal atencion al cliente, nada recomendable 👎"
1504,@bbva Necesito cerrar mi cuenta y me mandan de una oficina a otra y me ponen mil trabas. No saben explicarme los costes de la cuenta y cuando digo que la quiero cerrar me ponen mil excusas. Que maneras de trabajar son esas?
1505,"Se nota que @bbva_argentina son PROFESIONALES para robarle a sus propios clientes
Pagué en DÓLARES, quiero que me devuelvan DÓLARES

https://tuquejasuma.com/banco-frances/reclamos/devolucion-compras-en-usd-con-tarjeta?fbclid=IwAR1LI3bFHxCAsNN5mONLRNXMpKwMUjuciAlxgfFhZdsygjWMxX1FxEoc3Cg"
1506,"No me haz devuelto todo el dinero 
Pediré indemnización por mal trato de la oficina 
Por perjuicio !  Tres Meses entreteniéndome con email repetitivos 
TRES MESES!!!!!!! Me dejasteis sin dinero 
Pidiendo prestado y comida 
Mi
Abogada se pondrá en contacto con vosotros 
Y ya hablé con tele 5 
Me habéis hundido !!!! Y yo lo haré también 
Un saludo"
1507,Estoy igual. 3 quejas pendientes de respuesta y solo me dan largas... Ahora toda la culpa es del covid 2019 según ellos .. les vino de perlas para darnos largas.
1508,"Me refinanciaron las tarjetas sin pedirlo, intente pagarlas, no me dejaron, y ahorame cobran un monto injustificadamente.
Sumado a eso, me bloquearon las tarjetas, estoy en el exterior y no tengo forma de reclamar en la sucursal, y no puedo ni si quiera disponer de mis tarjetas.
NECESITO SOLUCION Y EXPLICACIONES URGENTES!!!
#bbva #bbvaargentina #bbvaatencion #clientesbbva #reclamobbva #quejasbbva #experienciabbva"
1509,"Pagué en DÓLARES, quiero que me devuelvan DÓLARES

https://tuquejasuma.com/banco-frances/reclamos/devolucion-compras-en-usd-con-tarjeta?fbclid=IwAR1LI3bFHxCAsNN5mONLRNXMpKwMUjuciAlxgfFhZdsygjWMxX1FxEoc3Cg"
1510,Todos los meses em cobran mantenimiento de cuentas e iva.. hago reclamo y me lo reintegran  el 04/08 nuevamente el cargo reclamos y aún no me reintegraron mi dinero.....mañana hago la denuncia en defensa al consumidor con vuestra respuesta no puede ser que retengan mi dinero 10 dias todos los meses de cargos que no me corresponden
1511,This bank is horrible. Don’t even use them.
1512,Estoy harta de la mala gestión de esta entidad. No puede ser más nefasta. Pésima.
1513,Pues yo llevo desde los 16 años en el banco y siempre se han portado bien. Sin olvidar que un banco no es una ONG
1514,Estafadores y delincuentes en vez de publicar estupideces porque no se ponen a solucionar los inconvenientes que ustedes mismos le ocasionan a las personas !!!!!!!! En ningún lado atienden son la peor basura!!!!!!
1515,🍴🔥🍷❤️
1516,Excelente 🚩
1517,Buenos días. Necesito un email de atención al cliente porque ya no encuentro la vía por donde contactar con vosotros. Gracias
1518,"Mucha app y una atencion a los clientes de años de verguenza. Me cobran por error 2 veces la letra de prestamo, y encima que me dejan sin dinero, sigo esperando una semana para que me devuelvan un dinero que es mio, para cobrar no fallan pero para devolverte un dinero que es tuyo prisa ninguna. Una Verguenza."
1519,😂
1520,@sofia_fernandezt
1521,Muy buena propuesta👏
1522,Vamos!! Hagamoslo!!
1523,Que bello ♥️♥️♥️
1524,Estaría bueno que mejor que explicar el logo atiendan los reclamos !!!!
1525,Heather🔝🔝🔝
1526,Me gustó mucho el efecto
1527,Heather 💖💖💖
1528,"¡Sé que no debería compartir esto aquí, pero no seré testigo de algo bueno y no lo compartiré! ¿Estás interesado en ganar dinero desde casa?  A través del comercio de divisas? ¿Desea un administrador de cuentas para su cuenta de Forex ...? ¡He estado ganando aproximadamente € 5000 por semana con la ayuda de @zarina_fx, es una experta comerciante de divisas y gerente de cuentas! ¡Contáctala si estás interesado en ganar!  La recomiendo para ti !!! @zarina_fx"
1529,Cuando sea el orgullo del día hetero.. espero alguna publicación igual...
1530,Excelente! Orgulloso de ser gay y de tener un banco así!
1531,💋👌🏽
1532,Vosotros celebráis el orgullo los 365 días del año...
1533,Que suerte que los elegí como Banco...❤️❤️❤️❤️🥰🥰😍
1534,🤦‍♂️🤦‍♂️
1535,"Estoy hace dos dias queriendo comunicarme, no me responden los mails ni el telefono en ninguna de las opciones y el char de la pagina no funciona!!!"
1536,"Hola, yo tengo un negocio de hostelería y me han estado cobrando el datáfono con el bar cerrado los meses que ha durado el estado de alarma, nos van a devolver esas cuotas algún día, una miseria de 10 euros al mes; la directora alicia Rodríguez Nuñez nos dijo q se haría de forma automática! En que año?? Me parece vergonzoso este de un banco con el prestigio del BBVA"
1537,Que rico se ve..a mi me encanta el pistacho...saludos desde 🇻🇪 Venezuela🐬🍫
1538,Increible ! 💚
1539,Somos productores de pistachos
1540,Sembla fàcil......😂😂😂 Un crack!
1541,@paolaencaladap
